31.000000000000 1007.000000000000 1007.000000000000 1007.000000000000
40.000000000000 1005.949362210199 1005.956404450397 1006.000000000000
91.000000000000 999.985768009417 1000.033833635128 1000.000000000000
360.000000000000 968.556773724613 968.968582483847 969.000000000000
611.000000000000 940.006043579934 940.981952270130 941.000000000000
739.000000000000 925.841404153397 927.173333919653 927.000000000000
757.000000000000 923.879517051214 925.264482724640 925.000000000000
1124.000000000000 883.832460840447 886.548553552676 886.000000000000
1478.000000000000 846.633991720575 850.968767701361 850.000000000000
1508.000000000000 843.603709408284 848.083649222030 847.000000000000
1820.000000000000 812.135624203185 818.288707134246 816.000000000000
2198.000000000000 775.278149735867 783.710241507323 780.000000000000
2617.000000000000 736.084186513614 747.310959296377 742.000000000000
2936.000000000000 707.591903159859 721.035330622552 714.000000000000
2947.000000000000 706.644411586367 720.162259789297 713.000000000000
3006.000000000000 701.586340929287 715.506874266968 708.000000000000
3100.000000000000 693.605245359363 708.173092355855 700.000000000000
3254.000000000000 680.648738709942 696.290816899614 687.000000000000
3350.000000000000 672.705905549114 689.016097519295 679.000000000000
4228.000000000000 600.121961867833 623.595213151819 608.000000000000
4982.000000000000 543.454522313303 573.274394739047 553.000000000000
5688.000000000000 494.571440591012 530.342942490832 506.000000000000
5780.000000000000 488.716511835354 525.190661347060 500.000000000000
6016.000000000000 473.802108508892 512.118523980125 485.000000000000
6128.000000000000 466.908774540932 506.084132952348 478.000000000000
6144.000000000000 465.937046400723 505.233546280663 477.000000000000
6306.000000000000 456.092533293643 496.642443535908 467.000000000000
6726.000000000000 430.969887562232 474.861864762258 442.000000000000
6795.000000000000 427.057920645075 471.460332161687 438.000000000000
7349.000000000000 395.716628823032 444.476477677970 407.000000000000
7443.000000000000 390.748601280454 440.177610726656 402.000000000000
7480.000000000000 388.815383716383 438.503888132011 400.000000000000
7765.000000000000 373.951506734880 425.697366742903 385.000000000000
8151.000000000000 354.417077578027 408.926952826724 365.000000000000
8969.000000000000 314.462503654709 374.970492109519 326.000000000000
9356.000000000000 297.377101446950 360.315822746543 309.000000000000
9570.000000000000 288.359279737554 352.548456194848 300.000000000000
10434.000000000000 252.398537355642 321.963978019753 265.000000000000
10616.000000000000 245.641077263958 316.095865551166 258.000000000000
10830.000000000000 237.847806326388 309.325728234808 250.000000000000
11048.000000000000 230.117120254657 302.599449927602 242.000000000000
11188.000000000000 225.301211555832 298.394649836681 237.000000000000
12310.000000000000 187.086417674399 265.692433049338 200.000000000000
12888.000000000000 170.414489663664 250.947507149850 183.000000000000
13773.000000000000 146.553710032882 229.772818906775 159.000000000000
14140.000000000000 137.842594278268 221.773066572615 150.000000000000
14824.000000000000 122.400122055809 207.570120926418 134.000000000000
16188.000000000000 94.696737349118 181.984460953156 107.000000000000
16357.000000000000 92.010497481564 179.272658494788 104.000000000000
16590.000000000000 88.388904567969 175.601472916052 100.000000000000
