0.100000000000 0.000000000000
4648111.756936697300 186991.359605987530
19028157.491161678000 1550857.225612620600
42972755.877433315000 5289066.399921158300
76196837.125056610000 12579288.462789236000
118303045.253586530000 24569164.644431531000
168784712.081502910000 42366452.229281932000
227029659.302374480000 67029481.001117483000
292324800.155596080000 99557971.409630403000
363861507.919636850000 140884274.647399960000
440741713.549273670000 191865095.259663110000
521984689.879189250000 253273754.743936480000
606534475.114244700000 325793051.355351090000
693267883.906334280000 410008767.460732520000
781003050.230125900000 506403871.450771210000
868508442.552423600000 615353456.511410590000
954512288.472394700000 737120453.529658200000
1037712343.117510100000 871852150.111485000000
1116785933.133932400000 1019577542.162142900000
1190400206.127873400000 1180205538.763126100000
1257222513.910047300000 1353524035.215571200000
1315930856.879736400000 1539199863.148253700000
1365224316.365141600000 1736779620.550695900000
1403833401.716677400000 1945691378.529661900000
1430530239.429859400000 2165247255.542153400000
1444138532.551758800000 2394646843.870969800000
1443543220.092664700000 2632981467.221274900000
1427699768.113605000000 2879239242.568009400000
1395643026.576907900000 3132310913.814222300000
1346495588.915416500000 3390996419.466838800000
1279475594.576683000000 3654012151.436212100000
1193903918.509342900000 3919998857.253293500000
1089210695.654832100000 4187530133.506317100000
964941132.961016060000 4455121454.158729600000
820760566.215142970000 4721239673.649132700000
656458724.069303990000 4984312941.318885800000
471953166.968275730000 5242740960.785903000000
267291874.250722680000 5494905525.404780400000
42654958.443053447000 5739181258.940541300000
-201644508.338533880000 5973946489.049430800000
-465160564.957784300000 6197594180.116993000000
-747315331.807921530000 6408542851.457340200000
-1047400878.250690600000 6605247406.832626300000
-1364581977.771279800000 6786209801.708926200000
-1697899735.648380300000 6949989475.620687500000
-2046276068.008580900000 7095213478.464684500000
-2408519005.341521300000 7220586221.476618800000
-2783328787.936140100000 7324898786.045832600000
-3169304715.296793900000 7407037726.380427400000
-3564952706.448079100000 7465993305.326985400000
-3968693523.173311200000 7500867106.354320500000
-4378871603.687406500000 7510878968.803977000000
-4793764450.050763100000 7495373197.964477500000
-5211592508.815649000000 7453824006.311170600000
-5630529480.985648200000 7385840147.337055200000
-6048712994.387045900000 7291168708.747958200000
-6464255569.016170500000 7169698037.371672600000
-6875255803.858447100000 7021459773.897639300000
-7279809712.086524000000 6846629981.482444800000
-7676022130.446530300000 6645529358.287469900000
-8062018128.042194400000 6418622530.116850900000
-8435954339.629471800000 6166516425.456092800000
-8796030148.940759700000 5889957741.332621600000
-9140498648.464958200000 5589829514.487698600000
-9467677303.511831300000 5267146818.323446300000
-9775958250.276886000000 4923051611.930084200000
-10063818159.983395000000 4558806773.165204000000
-10329827603.996447000000 4175789353.212834400000
-10572659858.059717000000 3775483095.257294200000
-10791099087.478588000000 3359470264.830141500000
-10984047859.137335000000 2929422843.995298400000
-11150533930.667316000000 2487093145.795775900000
-11289716271.846561000000 2034303909.267260100000
-11400890278.377050000000 1572937938.802273500000
-11483492143.521202000000 1104927354.700817300000
-11537102358.646170000000 632242524.348068000000
-11561448319.486750000000 156880745.599879980000
-11556406020.857241000000 -319145244.382476210000
-11522000828.576614000000 -793818860.436661120000
-11458407323.483820000000 -1265131285.759156000000
-11365948218.564064000000 -1731093038.068311900000
-11245092356.347105000000 -2189745410.653386600000
-11096451799.828178000000 -2639171714.229503200000
-10920778036.164194000000 -3077508246.851744200000
-10718957318.269384000000 -3502954920.962074300000
-10492005175.137362000000 -3913785478.938192400000
-10241060127.211006000000 -4308357231.268133200000
-9967376648.372963000000 -4685120254.670054400000
-9672317421.098924600000 -5042625991.091361000000
-9357344935.973424900000 -5379535192.530934300000
-9024012491.079927400000 -5694625161.005259500000
-8673954650.715679200000 -5986796237.694838500000
-8308877226.419463200000 -6255077500.328738200000
-7930546846.415247000000 -6498631633.159009000000
-7540780182.243385300000 -6716758939.407503100000
-7141432903.558083500000 -6908900471.797078100000
-6734388433.797974600000 -7074640262.669749300000
-6321546580.677395800000 -7213706641.205212600000
-5904812116.187518100000 -7325972631.344451000000
-5486083381.037205700000 -7411455430.153383300000
-5067240988.200354600000 -7470314972.489372300000
-4650136699.470828100000 -7502851593.917457600000
-4236582547.665129200000 -7509502809.822586100000
-3828340275.363873000000 -7490839234.538169900000
-3427111158.858181000000 -7447559670.020099600000
-3034526283.282088800000 -7380485399.101203900000
-2652137331.784668400000 -7290553723.625858300000
-2281407948.047423800000 -7178810792.753198600000
-1923705727.507600500000 -7046403771.396392800000
-1580294888.333475400000 -6894572403.102740300000
-1252329668.542347700000 -6724640025.646184900000
-940848490.687913890000 -6538004101.173096700000
-646768930.304415110000 -6336126325.889514900000
-370883518.816035990000 -6120522386.982941600000
-113856405.938736110000 -5892751436.714780800000
123779099.243517580000 -5654405355.385933900000
341622095.315557900000 -5407097876.156006800000
539404756.521479490000 -5152453645.475640300000
716992100.645242690000 -4892097293.167721700000
874380861.815161110000 -4627642585.962432900000
1011697479.323351700000 -4360681737.553812000000
1129195219.527528000000 -4092774947.006210800000
1227250453.757410300000 -3825440235.602371700000
1306358120.841705800000 -3560143649.999803100000
1367126408.365662800000 -3298289896.859726400000
1410270692.026256100000 -3041213470.943812800000
1436606777.436569000000 -2790170335.051321500000
1447043493.409113200000 -2546330206.103631000000
1442574690.087840100000 -2310769497.183215600000
1424270699.270861100000 -2084464960.401527600000
1393269317.843328500000 -1868288070.096638000000
1350766378.397438500000 -1663000180.019583900000
1298005973.831889600000 -1469248481.800345200000
1236270404.975854900000 -1287562784.982294300000
1166869922.053512800000 -1118353131.083977000000
1091132332.075657800000 -961908245.152441380000
1010392544.992401800000 -818394817.525980350000
925982131.633320210000 -687857594.995805260000
839218966.040825130000 -570220242.406137820000
751397023.651309850000 -465286909.591732030000
663776404.631988880000 -372744398.060349760000
577573647.910302880000 -292164754.517750980000
493952394.444889190000 -223007998.671403910000
414014443.776869480000 -164624465.687296540000
338791213.267757060000 -116255783.158330380000
269235514.120063130000 -77032498.585985839000
206213255.627422750000 -45963997.451304555000
150493565.975873470000 -21910156.288174752000
102730795.011011970000 -3506084.076381868700
63403546.189771675000 11047513.751077991000
32478096.266313959000 24583850.004416920000
7706813.609733340300 41758510.070460603000
-16753766.763436781000 66220844.832442023000
-45736917.236444160000 97984071.678976074000
-81677797.427637443000 135980343.044049260000
-125986300.908926190000 179090035.542914180000
-179643761.068751630000 226191943.915269790000
-243393613.178957070000 276141025.678594530000
-317809537.562764350000 327758227.928551380000
-403322410.274836900000 379829802.933759210000
-500231545.885174870000 431111630.103551860000
-608709474.196662310000 480336173.197303590000
-728804037.474768160000 526220890.318947910000
-860439517.737969520000 567477475.788390760000
-1003417627.503135900000 602821578.529283640000
-1157418794.818850000000 630982771.766208410000
-1322003974.171374600000 650714615.544143560000
-1496617109.249949200000 660804689.523539660000
-1680588313.751286300000 660084494.004189130000
-1873137800.180369900000 647439129.682071090000
-2073380563.113340100000 621816675.045847180000
-2280331807.084330600000 582237186.568708780000
-2492913097.201655400000 527801252.025496720000
-2709959201.180839500000 457698031.960917530000
-2930225583.799543400000 371212728.886429430000
-3152396508.315839300000 267733428.377768070000
-3375093693.846920500000 146757260.983562710000
-3596885472.905734500000 7895838.788355250800
-3816296389.137380600000 -149120074.380461160000
-4031817171.727455600000 -324436694.753771310000
-4241915019.938900500000 -518074182.525177660000
-4445044128.755519900000 -729924462.221816300000
-4639656384.660997400000 -959749918.025756480000
-4824212159.157701500000 -1207182976.537590000000
-4997191126.728090300000 -1471726583.403308900000
-5157103033.560233100000 -1752755574.114918900000
-5302498343.495963100000 -2049518933.183407100000
-5431978688.308870300000 -2361142929.809591300000
-5544207050.573336600000 -2686635112.183752500000
-5637917609.035637900000 -3024889136.668708800000
-5711925178.529648800000 -3374690402.402319900000
-5765134179.079220800000 -3734722456.332580600000
-5796547071.876708000000 -4103574128.408743900000
-5805272203.303044300000 -4479747351.630761100000
-5790531002.033734300000 -4861665616.941008600000
-5751664478.531457900000 -5247683008.558276200000
-5688138980.831014600000 -5636093761.334333400000
-5599551165.443525300000 -6025142278.085525500000
-5485632147.412540400000 -6413033541.639745700000
-5346250799.007977500000 -6797943853.565494500000
-5181416172.209385900000 -7178031829.232958800000
-4991279025.967914600000 -7551449577.013135900000
-4776132445.208710700000 -7916353988.062253000000
-4536411544.600539200000 -8270918062.275715800000
-4272692256.237095800000 -8613342195.632429100000
-3985689206.502970700000 -8941865354.291652700000
-3676252693.495441900000 -9254776061.447879800000
-3345364782.399045900000 -9550423124.091337200000
-2994134542.124343400000 -9827226028.455310800000
-2623792452.283149200000 -10083684935.044691000000
-2235684015.142604400000 -10318390206.719435000000
-1831262612.541186600000 -10530031406.336275000000
-1412081652.825296200000 -10717405703.907604000000
-979786057.641058440000 -10879425637.099819000000
-536103142.859986480000 -11015126173.135267000000
-82832951.999202102000 -11123671024.754200000000
378161895.810514090000 -11204358177.806440000000
844966777.977867010000 -11256624593.242317000000
1315625992.553281800000 -11280050051.723883000000
1788153963.723223700000 -11274360114.744947000000
2260546656.226825700000 -11239428181.992682000000
2730793124.797647500000 -11175276630.665230000000
3196887123.800682500000 -11082077028.539444000000
3656838701.803520700000 -10960149418.719213000000
4108685705.893547500000 -10809960680.145229000000
4550505121.129673000000 -10632121974.072748000000
4980424171.593904500000 -10427385292.780323000000
5396631111.077647200000 -10196639132.722223000000
5797385633.488823900000 -9940903320.136823700000
6181028835.586556400000 -9661323022.737125400000
6545992667.620878200000 -9359161986.495971700000
6890808810.858257300000 -9035795041.665067700000
7214116924.784596400000 -8692699926.996242500000
7514672210.971355400000 -8331448485.634333600000
7791352245.138785400000 -7953697290.292786600000
8043163033.822382900000 -7561177759.078043000000
8269244257.211598400000 -7155685826.671702400000
8468873665.148644400000 -6739071238.487368600000
8641470598.914091100000 -6313226537.872957200000
8786598617.245376600000 -5880075818.412904700000
8903967210.996856700000 -5441563314.883733700000
8993432596.913419700000 -4999641907.422164000000
9054997587.115165700000 -4556261613.969586400000
